cyclomatic_complexity,cognitive_complexity,lines_of_code,comment_ratio,function_count,class_count,max_nesting_depth,avg_function_length,parameters_per_function,halstead_difficulty,halstead_effort,halstead_volume,maintainability_index,duplicate_ratio,coupling_score,import_count,has_error_handling,has_type_hints,test_coverage,has_bug
32,37,508,0.347,2,8,7,73.0,0.3,61.94,308121.78,138.59,49.89,0.37,5.6,4,0,0,99.9,1
40,28,912,0.32,2,8,8,36.5,5.4,58.96,8885.83,8091.55,21.33,0.282,7.8,11,1,0,2.3,1
45,18,725,0.423,12,5,3,83.1,6.1,19.92,231391.63,4858.34,62.67,0.017,14.1,10,0,0,23.4,1
34,24,559,0.4,8,0,1,6.0,2.6,58.54,446493.23,3825.52,85.02,0.196,16.7,18,0,1,3.1,1
8,67,1002,0.087,19,8,3,67.9,5.7,42.47,63145.15,6459.99,10.16,0.208,4.3,30,1,0,86.2,1
49,28,1496,0.302,4,7,7,78.2,5.9,40.6,39416.77,7030.45,52.95,0.383,3.6,18,1,0,16.2,1
7,24,143,0.252,22,10,0,15.7,0.5,76.17,428762.91,8577.76,72.59,0.167,0.2,7,0,1,72.3,1
14,33,692,0.285,28,7,6,36.2,4.2,85.21,7791.67,1935.25,21.59,0.231,4.7,22,1,0,15.0,1
12,69,904,0.083,26,4,0,72.0,4.0,80.61,118424.36,736.1,34.48,0.168,3.2,10,1,0,97.9,1
49,49,1857,0.407,30,10,2,35.5,3.8,38.65,318344.2,3660.77,68.69,0.072,7.7,25,0,1,56.8,1
17,36,1126,0.377,2,2,0,84.6,4.7,2.72,260249.58,1409.3,39.51,0.332,1.1,11,1,1,97.0,1
19,41,1757,0.303,30,9,6,62.4,7.8,71.34,21358.79,9821.03,23.41,0.267,8.1,29,0,1,77.2,1
13,39,1472,0.36,3,7,8,65.3,5.0,72.77,21175.99,3495.6,68.98,0.299,13.5,26,1,1,44.5,1
36,8,212,0.227,24,3,7,47.9,5.7,71.43,108098.01,7461.15,67.93,0.145,15.3,1,1,0,16.4,1
5,33,574,0.139,17,10,7,15.2,5.2,38.42,453267.82,1954.29,54.84,0.149,5.3,0,0,1,97.6,1
41,38,1787,0.105,25,9,1,11.6,2.8,58.46,22242.63,3070.48,93.82,0.358,14.7,26,0,1,31.6,1
11,78,1814,0.407,30,4,0,85.3,5.6,71.12,286366.42,1843.18,92.98,0.026,20.0,18,0,1,10.4,1
29,37,1148,0.226,1,4,8,8.0,2.1,20.64,109517.38,7925.35,98.15,0.482,4.5,1,1,0,22.8,1
14,54,349,0.2,17,0,1,32.5,7.1,68.68,33058.75,4083.88,57.22,0.09,10.3,16,0,0,59.4,1
43,48,197,0.244,2,4,6,52.6,5.6,69.62,341062.85,1218.5,94.12,0.43,13.1,20,0,0,54.5,1
33,53,503,0.096,5,9,0,23.8,6.6,73.43,329146.19,939.48,33.01,0.207,6.2,22,0,1,56.7,1
13,56,180,0.406,26,10,8,41.7,7.6,3.94,424429.62,7024.57,16.38,0.171,18.6,27,1,1,21.8,1
21,45,659,0.189,27,1,4,73.5,6.2,31.62,377827.86,8655.97,95.36,0.337,2.8,0,1,0,94.9,1
44,54,686,0.036,17,9,3,69.8,0.8,59.6,330669.04,5669.71,68.54,0.218,17.7,4,1,1,87.4,1
39,60,353,0.13,23,4,1,70.8,0.3,85.09,88453.23,2773.32,94.95,0.074,8.8,29,1,0,85.4,1
8,72,526,0.279,13,10,4,87.2,7.1,46.1,223822.92,2052.13,70.36,0.192,6.3,3,0,1,45.9,1
8,4,695,0.254,16,5,1,88.0,1.7,11.24,410147.71,9889.56,31.74,0.248,0.7,27,1,0,0.9,1
25,53,1222,0.11,30,6,0,16.8,1.0,47.06,294242.96,2228.97,85.64,0.052,8.5,29,0,1,52.2,1
33,3,840,0.268,29,7,4,97.2,2.1,88.83,490832.77,7227.3,83.24,0.145,12.0,1,1,0,4.2,1
47,18,1447,0.399,27,1,2,4.4,6.6,75.92,64588.36,1335.26,83.24,0.181,8.3,6,1,0,18.6,1
50,36,1400,0.127,24,1,4,56.8,1.8,75.13,68678.96,7187.39,34.64,0.475,3.1,0,1,0,89.8,1
6,75,1496,0.248,27,8,1,46.2,1.1,68.07,277345.46,1902.26,96.47,0.497,16.0,15,0,1,52.0,1
21,41,1821,0.452,3,9,7,79.5,0.5,62.01,427439.08,7050.64,76.99,0.071,20.0,11,1,0,33.4,1
5,7,1167,0.435,23,6,8,39.1,4.2,37.2,122155.02,7642.82,72.32,0.417,16.9,19,1,1,29.2,1
2,24,851,0.003,22,6,5,86.2,6.8,24.19,265989.02,1257.27,73.7,0.415,4.4,30,1,0,78.9,1
43,45,1210,0.499,6,6,1,15.8,0.7,32.69,265197.79,8221.72,72.62,0.155,6.1,1,1,1,7.5,1
28,11,637,0.345,6,8,4,41.1,4.9,47.68,288739.86,3608.9,56.61,0.425,16.4,4,0,1,43.4,1
25,25,1130,0.46,17,9,0,60.9,4.0,38.56,52170.88,9527.06,85.49,0.202,6.4,1,1,0,64.4,1
11,76,432,0.345,21,9,3,32.7,3.0,82.68,213873.12,966.56,87.06,0.42,1.1,24,1,1,90.6,1
9,57,1373,0.328,25,4,1,23.0,0.5,80.83,314714.2,8338.49,64.95,0.164,1.0,23,0,1,35.9,1
17,66,1604,0.335,15,5,5,42.1,1.5,81.41,323860.91,5932.45,69.85,0.43,10.8,29,0,1,10.7,1
6,3,168,0.049,10,1,7,63.9,7.6,88.25,314501.6,6185.97,67.66,0.474,13.0,3,1,1,78.9,1
18,42,1113,0.48,23,7,8,15.3,1.3,99.28,114592.94,5927.19,77.24,0.21,11.7,27,0,0,64.9,1
23,79,614,0.217,28,8,7,37.0,4.2,44.59,275343.85,9605.92,54.31,0.264,10.8,9,1,1,36.8,1
23,37,1120,0.018,14,1,3,88.8,2.7,25.6,346064.73,5319.22,60.25,0.053,19.5,1,0,0,13.7,1
17,49,1794,0.324,23,3,3,10.9,5.3,2.83,81710.45,892.59,99.28,0.352,4.5,8,1,1,84.4,1
21,65,1039,0.46,12,8,4,42.7,1.3,90.94,210554.02,3902.05,82.66,0.362,15.2,3,0,1,66.4,1
15,60,1962,0.268,5,3,0,22.9,6.5,73.28,224221.19,8666.27,87.84,0.292,17.7,23,1,0,6.1,1
12,50,181,0.225,24,3,0,15.6,2.2,58.88,29029.22,4056.7,29.23,0.468,5.5,18,1,0,36.1,1
37,8,547,0.216,30,2,1,48.7,5.9,45.69,353450.75,7816.77,70.08,0.144,1.2,18,1,0,77.4,1
40,9,848,0.493,15,5,7,33.3,2.5,41.12,492274.28,1166.03,99.2,0.305,7.4,28,0,0,13.5,1
20,80,456,0.141,6,9,5,52.9,0.5,22.44,3772.77,4696.81,53.29,0.18,17.2,10,1,0,99.6,1
39,38,1863,0.162,8,1,2,37.0,2.5,7.68,107006.83,3455.7,73.77,0.024,2.1,14,1,1,61.3,1
9,24,1663,0.168,8,0,3,63.0,1.6,52.1,450056.68,1609.0,74.78,0.33,7.4,5,1,1,67.3,1
24,63,1873,0.438,22,2,6,43.8,4.4,6.6,363896.79,9211.79,96.02,0.129,17.0,19,1,0,30.0,1
25,27,1719,0.132,17,4,2,45.7,5.5,96.99,239664.86,8143.49,73.0,0.328,3.4,16,0,1,73.8,1
32,19,1705,0.244,21,1,5,44.0,7.3,63.89,61781.52,5108.86,20.99,0.265,12.2,27,1,1,53.1,1
11,63,1260,0.431,9,10,4,31.6,7.0,23.01,27016.81,8599.58,87.32,0.185,19.1,19,1,1,75.9,1
17,20,754,0.258,20,2,0,63.4,2.5,57.17,482128.81,8020.48,42.15,0.395,5.6,2,1,0,80.3,1
30,28,174,0.234,13,2,0,61.3,1.4,50.54,33303.27,3814.07,18.16,0.091,7.3,23,0,1,23.3,1
22,9,289,0.15,9,2,5,92.5,4.0,69.41,222931.33,7507.91,25.88,0.397,18.7,27,0,1,39.1,1
18,65,1184,0.47,17,8,5,41.4,4.2,63.99,23997.27,9157.11,86.5,0.318,17.0,30,0,0,94.3,1
27,15,654,0.466,4,6,1,86.3,7.9,84.29,247183.05,8664.85,54.86,0.466,9.9,10,1,1,2.0,1
3,13,115,0.415,2,2,2,24.9,5.1,97.54,208527.45,2936.3,23.92,0.374,7.3,23,0,0,54.0,1
10,74,797,0.099,2,1,0,90.3,1.7,97.01,212762.82,4325.39,33.1,0.313,15.5,2,0,1,87.5,1
14,27,1205,0.058,25,9,2,76.1,2.9,14.9,142167.02,1213.48,20.21,0.351,3.7,16,0,0,44.7,1
27,51,1107,0.094,7,0,3,83.9,4.5,49.81,196074.89,4373.02,39.1,0.026,4.1,26,0,1,44.3,1
32,65,873,0.004,8,8,7,77.8,5.7,15.08,122278.53,6564.76,89.56,0.037,19.9,29,0,1,80.0,1
20,79,1107,0.303,4,5,1,35.2,5.3,18.91,32692.44,1251.26,26.61,0.486,0.2,8,1,1,78.9,1
17,68,1800,0.287,11,3,2,22.5,7.5,40.02,317574.28,7228.68,94.7,0.282,15.5,7,0,1,48.9,1
30,6,1218,0.451,14,0,1,69.8,0.1,1.92,435292.36,898.52,35.39,0.324,11.0,17,1,0,32.5,1
38,35,1510,0.182,10,2,8,55.4,1.3,85.84,359541.02,51.5,16.0,0.166,6.6,26,0,0,79.5,1
20,55,1127,0.083,22,5,1,49.0,0.2,63.88,499114.72,309.06,42.63,0.011,10.0,22,1,0,6.9,1
29,52,772,0.329,13,9,0,87.1,7.4,26.5,39970.01,1910.17,47.1,0.131,3.2,22,1,1,95.8,1
2,72,912,0.236,5,7,2,6.5,2.7,10.21,46553.53,1541.6,76.01,0.472,0.7,23,1,1,56.4,1
45,36,225,0.122,16,1,0,77.5,6.4,4.55,60675.68,5192.56,42.34,0.171,14.1,9,1,1,30.0,1
11,55,623,0.451,8,5,6,72.3,1.0,17.55,29550.05,1519.57,18.0,0.021,7.6,16,1,1,47.1,1
17,10,505,0.308,5,1,0,91.4,4.2,61.4,384341.38,8609.34,24.41,0.033,8.6,14,0,1,86.6,1
11,33,960,0.08,14,0,1,67.4,1.8,71.24,31816.4,6707.47,72.3,0.128,15.9,2,1,0,72.8,1
2,64,145,0.391,23,1,5,52.5,1.2,44.09,111973.54,8651.83,58.49,0.088,16.4,15,1,1,9.4,1
20,16,1321,0.029,3,8,8,73.3,7.6,43.25,45723.56,5523.15,98.41,0.358,0.3,27,0,0,3.7,1
48,58,556,0.239,5,1,3,37.4,5.1,82.56,185508.57,2053.28,47.86,0.035,19.9,14,0,0,64.0,1
44,71,816,0.011,30,4,4,77.1,4.0,40.14,102632.6,1541.03,72.49,0.186,16.9,8,0,0,14.3,1
27,66,406,0.179,20,8,3,57.0,5.5,95.17,92963.52,463.19,65.99,0.42,16.1,30,0,1,94.0,1
29,27,1306,0.205,9,8,0,39.6,3.4,60.07,431130.32,7703.23,22.49,0.471,14.8,29,1,1,89.0,1
45,79,316,0.208,17,6,6,35.7,2.8,1.49,168478.27,9067.08,99.63,0.474,18.2,19,1,1,7.1,1
27,2,602,0.218,3,9,4,59.8,6.3,26.43,343438.04,5263.52,59.84,0.258,5.7,16,0,1,90.4,1
3,31,1004,0.074,10,2,7,91.9,5.5,18.25,274691.54,8814.23,32.96,0.022,3.2,17,1,1,67.2,1
43,1,1540,0.467,25,9,0,47.8,3.3,97.82,6453.71,8842.88,23.97,0.347,4.3,27,1,0,8.8,1
44,12,1115,0.1,11,10,7,89.2,8.0,68.73,233844.16,5602.65,27.31,0.249,6.7,20,1,1,65.7,1
25,46,1107,0.008,22,0,8,99.3,7.3,30.49,227452.54,3409.35,36.07,0.018,7.6,30,0,0,0.6,1
26,23,804,0.389,14,4,3,13.4,7.9,70.06,299361.27,902.21,91.43,0.184,5.5,7,1,0,41.2,1
17,4,35,0.139,3,1,6,17.0,4.6,81.65,161849.74,3910.03,33.9,0.052,12.2,6,0,0,66.0,1
29,74,1367,0.471,13,3,3,84.7,2.7,13.85,478028.34,5183.09,44.7,0.141,13.4,20,1,1,20.4,1
43,19,1124,0.443,15,6,6,29.3,0.1,17.88,324999.7,6687.79,40.96,0.098,0.7,13,1,1,98.4,1
7,67,1542,0.094,27,3,6,70.7,4.5,28.09,69513.13,2010.03,34.18,0.213,14.6,16,0,1,27.0,1
12,58,1638,0.305,6,10,7,53.9,3.4,53.61,283783.15,9449.95,88.52,0.382,10.4,7,0,0,42.6,1
48,51,824,0.315,1,3,4,24.7,7.4,93.14,356392.54,1858.34,18.16,0.439,16.2,25,1,1,88.2,1
8,40,1365,0.439,25,6,1,30.1,0.2,92.08,294166.15,463.95,88.7,0.085,14.4,21,0,1,26.5,1
34,72,378,0.121,23,9,1,46.8,4.4,47.78,7925.07,8271.18,24.89,0.342,15.1,5,1,1,73.7,1
31,19,108,0.232,1,8,1,21.2,6.2,87.75,225999.05,5018.95,37.81,0.023,18.2,23,0,1,82.7,1
26,26,1258,0.049,27,4,8,3.8,4.8,10.96,479720.25,6073.31,18.04,0.399,8.0,11,0,1,82.9,1
32,21,1777,0.053,20,4,1,66.6,5.4,92.1,415493.7,2860.02,59.26,0.324,12.9,6,0,0,3.0,1
35,38,1953,0.29,21,5,1,88.5,6.9,21.3,16203.39,7619.02,12.78,0.242,19.0,19,1,0,25.4,1
28,57,355,0.485,13,6,0,70.2,6.5,23.25,224301.27,8504.1,91.95,0.482,12.0,27,0,0,39.3,1
46,53,1928,0.415,13,4,0,42.9,3.1,44.36,222949.0,2688.32,36.07,0.453,1.4,20,0,0,93.3,1
26,65,579,0.081,23,5,6,60.1,3.6,99.54,41561.05,591.57,57.64,0.468,10.6,26,0,1,54.9,1
5,33,919,0.35,20,6,5,47.7,7.3,73.0,90238.3,2619.47,99.4,0.08,2.8,2,1,0,38.5,1
18,1,996,0.255,12,10,4,29.0,1.4,58.83,382176.97,6580.11,56.95,0.293,13.8,11,1,1,45.4,1
6,41,487,0.332,20,8,2,19.0,1.8,70.72,442860.41,4842.95,44.54,0.109,13.0,18,1,0,48.9,1
4,51,1338,0.182,9,5,5,5.6,7.3,7.5,236065.73,1036.74,99.33,0.424,2.6,26,1,0,57.9,1
41,56,1814,0.02,27,3,5,87.3,3.1,68.75,315219.18,6086.42,81.54,0.077,16.4,20,1,1,70.8,1
27,7,1421,0.254,26,10,6,50.9,7.6,84.64,354970.39,3266.47,47.45,0.136,2.2,19,0,0,74.9,1
42,31,354,0.068,30,7,8,73.8,1.7,63.06,146388.24,609.37,55.57,0.159,15.7,20,1,1,20.2,1
49,22,1220,0.269,16,6,4,56.4,6.3,20.54,400076.43,3836.19,47.41,0.201,1.7,21,0,0,99.5,1
7,63,1168,0.209,6,0,4,47.2,7.9,13.36,71179.64,5202.88,50.47,0.177,18.4,9,1,1,58.1,1
29,15,1504,0.265,17,2,7,9.6,3.6,35.4,306892.14,3126.09,85.51,0.029,19.0,16,1,0,66.4,1
2,79,1283,0.489,15,0,1,93.6,0.2,48.08,227107.27,3948.1,54.55,0.005,18.7,19,0,0,33.9,1
13,68,255,0.44,19,6,2,31.8,2.8,9.66,494291.82,1325.79,66.18,0.198,17.4,10,1,1,85.0,1
37,45,771,0.034,10,10,5,11.3,2.7,62.75,169083.66,4455.86,38.0,0.457,13.4,13,1,0,2.9,1
27,22,1272,0.475,8,0,7,6.8,5.9,9.08,469058.4,194.88,15.28,0.346,17.2,17,1,1,6.1,1
35,80,173,0.251,4,3,5,57.1,7.5,75.73,369289.58,4202.12,11.38,0.059,13.1,4,0,1,29.7,1
37,42,44,0.11,19,9,4,14.9,2.1,68.06,293775.34,5027.79,57.67,0.194,10.4,23,0,0,76.6,1
33,35,1061,0.129,2,5,4,34.5,5.2,24.1,478592.75,8664.65,73.82,0.238,19.7,2,0,0,64.6,1
30,67,543,0.24,15,6,8,20.7,4.5,22.05,347943.9,7535.56,59.48,0.313,13.7,1,1,0,56.3,1
27,22,530,0.194,7,5,8,16.0,5.1,86.79,80497.38,4686.18,31.97,0.036,15.2,8,1,0,26.8,1
5,27,1825,0.073,24,9,5,87.1,0.0,87.18,306482.5,4629.6,41.72,0.341,2.7,15,1,1,59.8,1
18,64,846,0.28,30,9,0,28.9,4.6,19.47,471184.67,2008.65,65.94,0.036,3.8,24,0,1,96.6,1
11,17,1666,0.223,21,5,5,58.4,1.2,15.36,465138.92,9719.3,12.12,0.283,13.4,21,0,0,16.5,1
2,30,1178,0.352,27,5,3,25.6,4.2,10.85,442657.97,3423.64,78.69,0.063,17.1,28,0,1,89.4,1
47,23,1953,0.022,26,10,5,31.6,3.4,86.94,481208.65,4312.48,15.82,0.091,2.7,7,0,1,31.5,1
19,71,1192,0.291,19,6,6,56.4,4.9,82.46,131266.62,2624.0,36.59,0.486,18.4,22,1,1,80.0,1
41,73,1273,0.107,5,3,4,77.6,2.2,63.8,179214.27,2042.46,69.82,0.064,17.4,11,0,0,69.3,1
41,57,770,0.358,13,0,5,96.6,1.5,4.63,413307.01,8085.36,92.4,0.127,9.1,29,0,1,50.9,1
24,9,1381,0.186,8,6,5,55.4,3.5,5.6,61162.12,1504.19,20.08,0.015,5.8,24,0,0,49.7,1
39,64,962,0.036,21,3,4,8.1,7.7,72.6,369925.18,7591.41,76.57,0.378,14.3,1,0,1,58.8,1
5,33,342,0.021,5,8,3,36.5,7.4,43.87,494054.16,7659.62,95.14,0.16,7.2,14,0,0,72.6,1
17,40,1949,0.304,17,10,6,74.9,4.7,83.69,250946.36,5809.61,16.36,0.321,0.3,2,1,1,48.0,1
17,36,424,0.057,6,9,0,78.5,1.5,1.4,280744.11,8972.14,51.52,0.222,9.3,3,0,0,46.9,1
2,78,389,0.076,29,10,0,23.5,2.3,39.12,74584.35,1976.97,46.49,0.089,0.7,10,0,1,20.2,1
47,66,554,0.029,3,5,2,29.5,1.1,83.98,145368.33,6548.36,94.93,0.432,12.8,14,1,1,30.6,1
37,70,831,0.148,21,1,1,4.7,5.6,76.28,408873.04,5630.77,23.37,0.348,8.1,28,0,1,67.4,1
30,11,736,0.489,26,9,5,35.7,7.5,41.84,460502.67,4302.08,22.52,0.282,2.4,9,0,0,46.6,1
18,76,539,0.395,5,4,2,77.6,2.1,12.12,194340.12,4227.64,83.8,0.072,5.7,22,1,1,16.9,1
40,48,2000,0.343,7,6,7,53.1,2.5,4.1,354169.54,1881.45,20.08,0.229,16.4,13,1,0,6.9,1
50,24,265,0.351,18,7,0,8.9,7.3,97.64,238858.06,9825.24,39.05,0.037,6.5,17,0,0,25.6,1
15,30,1216,0.229,6,6,4,33.9,3.3,92.95,209976.07,237.44,72.89,0.374,17.5,7,0,1,8.8,1
38,77,568,0.014,24,6,6,69.1,3.5,59.28,276318.89,1766.75,20.02,0.093,15.3,10,0,0,70.4,1
8,43,554,0.271,16,4,0,39.4,2.7,54.26,373435.06,6664.03,48.85,0.457,1.4,12,0,1,14.6,1
23,38,900,0.169,26,1,2,24.8,1.3,77.37,367352.66,9417.17,28.06,0.057,5.7,16,1,0,37.1,1
35,1,1908,0.248,13,4,7,60.7,4.5,70.37,413410.77,5959.55,52.14,0.05,0.1,17,1,0,85.3,1
50,67,163,0.387,7,7,3,80.4,6.0,21.41,208702.6,6007.69,50.79,0.071,10.8,20,1,0,20.5,1
48,19,327,0.271,14,0,8,20.9,5.6,95.03,430205.81,2265.6,72.56,0.018,6.1,22,0,1,43.0,1
31,45,317,0.182,1,2,6,41.1,7.4,79.86,427113.2,2055.74,70.4,0.302,1.9,12,0,1,64.1,1
48,12,1501,0.37,26,2,4,50.6,0.6,82.2,53950.3,9788.62,78.0,0.002,0.3,6,1,0,67.5,1
1,38,366,0.046,24,5,6,42.9,1.9,65.72,185052.29,3263.77,22.32,0.423,19.8,23,1,0,69.5,1
17,25,126,0.271,21,3,0,45.1,6.4,8.11,17849.23,1243.26,63.98,0.343,16.2,18,1,1,22.9,1
26,60,337,0.47,2,6,7,45.8,0.6,14.78,139404.0,4681.34,75.54,0.15,16.8,8,0,1,53.3,1
22,30,1258,0.191,13,4,0,80.9,6.2,56.88,415680.78,9056.28,97.65,0.472,18.4,12,1,0,87.1,1
28,40,1610,0.18,27,3,7,74.1,7.6,31.93,35848.71,9392.63,98.79,0.411,5.6,3,1,0,53.1,1
26,58,212,0.327,14,5,3,82.5,0.8,51.64,422985.19,4020.65,77.34,0.03,1.8,17,0,0,20.7,1
2,41,642,0.378,23,4,5,63.7,3.8,40.54,460724.78,6219.6,14.84,0.44,16.1,14,1,1,60.9,1
18,25,1597,0.481,2,4,6,28.9,0.9,78.48,180716.87,3466.05,92.38,0.336,7.8,19,1,0,12.9,1
27,64,1502,0.353,22,9,3,77.1,0.4,64.74,276096.72,1927.95,55.56,0.126,19.5,25,0,1,80.3,1
39,49,1708,0.252,30,1,1,3.9,1.4,53.89,64324.54,7827.72,69.8,0.234,8.6,2,1,1,58.5,1
45,79,268,0.261,23,1,3,48.5,5.8,18.8,82119.58,3884.67,64.99,0.33,4.1,24,1,0,27.9,1
23,58,708,0.428,2,8,0,49.5,3.8,41.62,367272.14,3192.47,56.57,0.224,3.5,15,1,1,70.2,1
28,17,1540,0.078,2,3,4,64.8,2.1,94.04,74693.26,6202.01,62.65,0.079,12.7,7,0,1,23.5,1
32,52,1757,0.116,28,9,5,6.0,6.9,48.12,114381.89,1262.31,62.05,0.126,9.6,26,1,1,52.2,1
49,33,1913,0.198,15,9,5,66.5,3.2,7.56,406554.31,7858.65,52.96,0.293,5.5,15,1,0,31.9,1
33,27,1660,0.371,30,10,8,97.2,3.5,10.01,488861.48,8603.0,63.81,0.335,17.1,24,1,0,28.6,1
11,20,1861,0.041,23,6,0,80.8,3.2,38.25,249819.64,7083.43,87.04,0.083,0.3,15,1,1,60.9,1
49,16,460,0.107,4,5,4,77.3,2.3,81.64,255231.46,5651.56,24.22,0.128,11.7,0,0,0,42.5,1
16,75,364,0.332,14,8,3,46.0,1.2,77.09,152361.2,3943.32,12.7,0.027,0.0,27,1,0,54.8,1
23,17,330,0.336,18,8,6,33.3,3.0,28.77,2421.21,8825.54,50.43,0.021,8.5,29,1,1,0.5,1
4,65,102,0.267,29,7,8,21.6,5.2,32.03,447855.12,2689.17,42.34,0.31,17.0,21,1,1,96.8,1
44,55,766,0.135,29,7,1,18.7,7.6,54.42,338084.1,398.73,95.98,0.301,10.4,12,1,1,81.3,1
39,27,1618,0.04,9,10,1,61.6,1.1,95.47,187667.69,8170.9,23.72,0.289,1.0,5,0,0,97.7,1
8,39,284,0.374,10,10,8,47.2,6.1,2.89,299997.74,1821.59,59.5,0.421,5.0,4,0,1,89.6,1
50,33,1218,0.213,26,1,3,46.4,5.9,95.6,117979.02,3587.73,28.86,0.491,19.9,23,0,0,69.8,1
37,23,1600,0.164,1,7,7,94.7,3.1,62.69,278200.85,5070.98,85.0,0.079,7.3,17,1,1,80.3,1
5,13,1090,0.406,11,4,1,92.1,6.0,71.28,230180.41,839.86,64.71,0.152,12.2,4,1,1,19.8,1
11,47,338,0.107,21,9,3,16.6,7.9,56.89,423965.59,9250.35,14.6,0.3,0.6,25,1,1,82.2,1
38,77,579,0.126,26,1,4,9.0,3.5,59.19,472515.76,204.75,27.01,0.236,0.5,29,1,1,98.2,1
39,43,1733,0.194,23,2,5,6.9,3.8,14.27,392836.76,8002.62,85.46,0.299,15.6,7,1,1,39.8,1
29,6,417,0.334,18,10,1,87.2,3.4,33.43,141801.47,2832.63,13.99,0.461,9.7,28,1,1,45.8,1
30,46,1986,0.073,12,0,0,19.6,7.5,95.08,488617.8,9626.96,37.92,0.248,19.8,1,0,0,39.0,1
9,74,1860,0.464,30,7,5,78.3,1.7,60.17,309395.11,6133.6,85.69,0.198,13.7,25,0,0,87.2,1
15,16,564,0.405,16,3,6,37.2,6.7,39.37,154820.56,4529.1,18.68,0.424,9.8,19,0,1,36.6,1
30,43,1329,0.091,26,5,7,62.9,6.6,53.13,423470.74,6313.7,38.26,0.228,14.2,30,1,1,80.0,1
8,71,1766,0.417,30,2,4,87.0,0.9,19.11,90993.03,825.67,87.91,0.277,18.6,7,0,0,29.3,1
41,69,392,0.327,28,4,6,12.9,7.7,12.52,159573.74,5599.09,63.31,0.361,3.3,1,0,1,44.2,1
1,54,1689,0.249,26,4,1,54.7,2.5,72.26,263020.61,4345.51,60.54,0.235,8.3,3,1,0,38.1,1
28,71,941,0.25,23,8,8,27.7,1.6,73.11,40768.33,8687.57,41.96,0.091,0.3,1,1,1,60.9,1
42,73,1184,0.306,29,10,0,74.5,7.8,9.95,69220.26,7299.95,95.73,0.318,3.9,22,1,1,68.1,1
10,62,252,0.457,22,8,6,6.0,5.2,78.77,300896.26,227.21,72.48,0.318,7.2,15,1,1,67.7,1
8,38,177,0.106,3,5,5,91.4,7.9,61.62,443465.78,3328.81,31.36,0.297,12.5,14,0,0,52.7,1
41,2,1532,0.292,10,7,8,15.3,7.6,62.0,416433.64,656.86,91.63,0.016,17.2,16,1,1,35.5,1
2,80,900,0.055,30,8,3,5.6,2.8,23.87,35887.65,3305.85,61.42,0.4,14.6,27,1,1,41.3,1
46,59,1272,0.19,8,6,5,15.2,2.0,41.64,164065.47,147.49,79.62,0.393,15.9,30,0,1,0.6,1
14,0,1157,0.464,12,10,4,9.7,1.0,57.48,121680.55,5925.36,92.31,0.153,8.5,6,0,0,2.9,1
31,35,182,0.003,27,6,6,70.5,4.4,66.16,425415.02,7814.01,96.96,0.066,7.8,12,0,0,31.8,1
45,22,938,0.065,17,4,5,68.4,6.7,35.05,401955.9,698.98,52.86,0.245,11.8,9,0,1,89.8,1
31,19,1845,0.362,25,6,7,19.8,7.7,15.54,55120.35,4043.86,99.78,0.152,18.6,17,0,1,68.6,1
35,13,1756,0.456,16,0,6,12.4,3.2,3.06,385248.96,6969.51,64.07,0.284,3.3,14,1,1,37.8,1
36,35,85,0.339,29,1,2,85.0,3.6,55.63,451797.21,8734.33,27.69,0.373,3.7,2,1,1,70.9,1
22,53,967,0.283,16,5,6,55.6,4.1,17.32,5183.68,7827.54,27.05,0.005,16.3,5,0,1,94.5,1
23,39,316,0.226,7,1,0,8.0,2.3,26.44,47040.41,9668.14,65.56,0.06,8.0,13,0,1,4.0,1
15,41,230,0.312,11,9,3,4.5,6.0,85.43,2046.22,2128.08,13.39,0.438,3.2,7,0,1,1.1,1
37,53,1953,0.307,9,2,2,7.7,6.7,11.35,151455.88,3574.22,78.34,0.36,2.3,22,1,1,27.4,1
23,69,43,0.231,22,2,6,28.0,0.4,15.89,322373.96,5384.66,33.94,0.219,9.5,14,1,0,47.4,1
24,70,1154,0.389,10,6,8,21.8,4.5,12.04,414796.43,4948.33,49.48,0.234,10.4,16,0,0,49.8,1
39,28,824,0.383,5,6,3,43.2,2.0,45.05,201923.6,5752.73,29.55,0.311,1.8,21,1,1,58.9,1
50,32,1208,0.418,30,1,1,38.9,6.5,52.96,411831.18,1911.02,92.17,0.282,3.7,21,1,0,12.4,1
5,33,264,0.209,14,5,4,93.2,2.7,16.82,497143.2,2215.31,12.19,0.362,14.7,15,1,1,33.8,1
11,60,647,0.305,22,9,0,64.3,5.1,32.24,258934.13,865.36,57.12,0.188,5.0,20,0,1,68.2,1
4,77,876,0.333,2,6,4,12.7,6.7,65.37,6329.08,7254.86,20.38,0.191,15.1,16,0,1,26.3,1
4,1,1883,0.124,17,4,3,15.2,0.7,33.84,399432.97,1955.55,39.42,0.437,4.5,3,0,1,35.0,1
5,74,1396,0.308,28,1,6,40.1,3.9,16.68,287330.73,5329.21,65.4,0.322,4.9,14,0,1,86.7,1
33,40,1974,0.441,5,4,2,96.9,5.2,41.03,28874.16,2491.38,83.16,0.494,18.8,21,1,0,23.4,1
6,36,1333,0.144,9,2,4,85.3,5.0,71.09,325778.19,7621.94,81.02,0.105,16.9,8,1,1,62.6,1
49,75,202,0.458,9,4,2,38.1,6.2,21.6,308922.12,2458.35,55.02,0.07,17.3,8,1,1,37.2,1
